,Demand,PILE,ALE,SLE,GDP,PIGDP,AGDP,SGDP,GDPpc,GDPI,PIGDPI,Population,City_Population,Rural_Population,Life_Expectancy,Life_Expectancy_M,Life_Expectancy_F,Honey,City_Population_Ratio
浙江省,0.602941,0.573822,0.506121,0.740434,0.565385,0.386095,0.37157,0.652669,0.527781,0.647059,0.675676,0.49364,0.488139,0.364383,0.772201,0.769685,0.773715,1.0,0.642857
安徽省,0.275735,0.815616,0.808342,0.31611,0.313702,0.523412,0.518481,0.296851,0.186693,0.764706,0.801802,0.484057,0.374366,0.548303,0.55695,0.516732,0.589921,0.108869,0.375
福建省,0.444853,0.441151,0.396036,0.376913,0.35984,0.445647,0.435895,0.349445,0.510465,0.691176,0.765766,0.315129,0.3019,0.250486,0.608108,0.545276,0.671937,0.088685,0.589286
江西省,0.246324,0.529123,0.490975,0.183334,0.20888,0.365213,0.356709,0.168217,0.147335,0.794118,0.828829,0.352951,0.282899,0.381673,0.526062,0.473425,0.570158,0.091131,0.410714
山东省,0.544118,1.0,1.0,0.914079,0.682872,1.0,1.0,0.834106,0.316525,0.573529,0.756757,0.821235,0.706125,0.800086,0.67471,0.609252,0.727273,0.028135,0.5
河南省,0.503676,0.671229,0.644722,0.353728,0.481462,0.853152,0.839167,0.328606,0.155227,0.647059,0.81982,0.803935,0.572879,1.0,0.522201,0.425197,0.601779,0.437309,0.321429
湖北省,0.544118,0.744377,0.696877,0.341482,0.39741,0.723904,0.715097,0.285892,0.318169,0.647059,0.756757,0.471082,0.403517,0.461854,0.560811,0.537402,0.571146,0.170031,0.482143
湖南省,0.544118,0.524273,0.544625,0.22011,0.359681,0.611533,0.610089,0.34911,0.204793,0.676471,0.756757,0.532904,0.413903,0.600389,0.549228,0.500984,0.592885,0.06055,0.392857
广东省,1.0,0.326183,0.335453,0.838886,1.0,0.741354,0.719578,1.0,0.440043,0.602941,0.756757,1.0,1.0,0.717528,0.687259,0.637795,0.738142,0.138226,0.678571
广西壮族自治区,0.602941,0.680014,0.606661,0.209504,0.182079,0.586099,0.569966,0.146322,0.068535,0.544118,0.810811,0.386533,0.27924,0.473957,0.566602,0.430118,0.714427,0.091743,0.321429
海南省,0.077206,0.09967,0.088349,0.026203,0.034867,0.180436,0.175654,0.039658,0.163708,0.529412,0.756757,0.052832,0.052874,0.038038,0.662162,0.547244,0.799407,0.007951,0.446429
重庆市,0.275735,0.924598,0.794319,0.22697,0.20728,0.246786,0.237059,0.195441,0.327527,0.867647,0.792793,0.237025,0.227546,0.187595,0.614865,0.550197,0.68083,0.140673,0.571429
四川省,0.801471,0.626935,0.559893,0.157764,0.404831,0.879244,0.850108,0.350052,0.156273,0.691176,0.774775,0.673338,0.49286,0.813702,0.540541,0.466535,0.610672,0.352905,0.339286
贵州省,0.345588,0.854469,0.711858,0.127446,0.13573,0.406934,0.405012,0.099672,0.064304,1.0,1.0,0.29291,0.200637,0.379295,0.290541,0.179134,0.391304,0.022018,0.267857
云南省,0.544118,0.909071,0.778251,0.22774,0.189779,0.471759,0.454736,0.193975,0.096713,0.897059,0.981982,0.368385,0.242653,0.494705,0.176641,0.069882,0.27668,0.068502,0.232143
西藏自治区,0.0,0.0,0.0,0.0,0.0,0.001567,0.00128,0.0,0.093911,0.970588,0.801802,0.0,0.0,0.000216,0.0,0.0,0.0,0.0,0.0
陕西省,0.246324,0.435219,0.389741,0.159102,0.222863,0.345264,0.343127,0.158976,0.243889,0.647059,0.846847,0.301476,0.253865,0.303652,0.541506,0.523622,0.54249,0.034251,0.446429
甘肃省,0.147059,0.320092,0.284958,0.057427,0.066309,0.158623,0.156192,0.047392,0.0,0.014706,0.918919,0.184277,0.129588,0.232548,0.333012,0.331693,0.306324,0.013456,0.267857
青海省,0.018382,0.185863,0.157002,0.030428,0.01236,0.027023,0.025382,0.005987,0.122426,0.558824,0.873874,0.020098,0.024667,0.006268,0.170849,0.142717,0.166008,0.009174,0.392857
宁夏回族自治区,0.018382,0.117248,0.106693,0.030073,0.020502,0.029607,0.030242,0.00897,0.15518,0.573529,0.828829,0.03019,0.037059,0.009293,0.423745,0.454724,0.360672,0.006728,0.5
新疆维吾尔自治区,0.205882,0.146244,0.158211,0.088489,0.108648,0.305174,0.305064,0.064568,0.15292,0.617647,0.846847,0.180716,0.138204,0.207694,0.333977,0.333661,0.310277,0.057492,0.339286
